"season","class","class_label","area_km2","percent"
"Annual",1,"Significant increasing",1665968.4596465,99.6329196089703
"Annual",2,"Insignificant increasing",5997.6367748584,0.358687500458481
"Annual",3,"Insignificant decreasing",140.33806328022,0.00839289057119582
